nm_college,bl_private,qt_applications_received,qt_applications_accepted,qt_students_enrolled,qt_top_10_percent,qt_top_25_percent,qt_undergraduate_students,qt_postgraduate_students,vl_tuition_outstate,vl_room_board,vl_books_cost,vl_personal_expenses,pc_faculty_with_phd,pc_faculty_with_terminal_degree,vl_student_faculty_ratio,pc_alumni_donors,vl_expenditure_per_student,pc_graduation_rate
Joan of Arc University,False,2000.0,1.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Marie Curie Center for Studies,True,,1500.0,500.0,20.0,40.0,2000.0,,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Milligan College,True,610.0,461.0,189.0,26.0,52.0,685.0,49.0,8200.0,3300.0,550.0,1000.0,63.0,69.0,12.0,16.0,8128.0,64.0
Saint Louis University,True,3294.0,2855.0,956.0,44.0,67.0,4576.0,1140.0,11690.0,4730.0,800.0,6800.0,84.0,94.0,4.6,19.0,18367.0,67.0
SUNY College  at Oswego,False,8000.0,4556.0,1464.0,17.0,70.0,6943.0,869.0,6550.0,4810.0,500.0,1500.0,69.0,85.0,22.0,21.0,5280.0,63.0
Marymount College Tarrytown,True,478.0,327.0,117.0,9.0,34.0,731.0,370.0,11510.0,6450.0,575.0,1075.0,71.0,93.0,10.3,30.0,10502.0,77.0
University of Pennsylvania,True,12394.0,5232.0,2464.0,85.0,100.0,9205.0,531.0,17020.0,7270.0,500.0,1544.0,95.0,96.0,6.3,38.0,25765.0,93.0
Vincent van Gogh Institute,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,0.0,,1500.0,60.0,100.0,15.0,20.0,8000.0,0.0
Lewis and Clark College,True,2774.0,2092.0,482.0,35.0,64.0,1763.0,59.0,15800.0,4790.0,450.0,950.0,97.0,98.0,12.3,21.0,12999.0,69.0
Socrates University,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,,15.0,20.0,8000.0,60.0
Abraham Lincoln Institute,True,0.0,1500.0,0.0,20.0,40.0,2000.0,,10000.0,5000.0,600.0,,60.0,60.0,15.0,20.0,8000.0,60.0
Galileo Center for Studies,True,100000.0,,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
St. John's College,True,323.0,278.0,122.0,31.0,51.0,393.0,4.0,16150.0,5450.0,275.0,800.0,63.0,72.0,7.2,26.0,15622.0,64.0
University of Georgia,False,11220.0,7871.0,3320.0,43.0,79.0,19553.0,2748.0,5697.0,3600.0,525.0,1755.0,88.0,95.0,14.7,22.0,7881.0,63.0
College of Saint Rose,True,983.0,664.0,249.0,23.0,57.0,1698.0,894.0,9990.0,5666.0,800.0,1500.0,66.0,71.0,14.3,28.0,6084.0,64.0
Bemidji State University,False,1208.0,877.0,546.0,12.0,36.0,3796.0,824.0,4425.0,2700.0,660.0,1800.0,57.0,62.0,19.6,16.0,3752.0,46.0
Susquehanna University,True,2096.0,1512.0,465.0,27.0,59.0,1442.0,166.0,16130.0,4710.0,400.0,800.0,83.0,86.0,13.9,37.0,10554.0,90.0
DePauw University,True,1994.0,1656.0,495.0,50.0,80.0,1983.0,36.0,14300.0,5020.0,550.0,950.0,78.0,94.0,11.1,31.0,11525.0,82.0
Isaac Newton Academy,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Vincent van Gogh University,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,0.0
Assumption College,True,2135.0,1700.0,491.0,23.0,59.0,1708.0,689.0,12000.0,5920.0,500.0,500.0,93.0,93.0,13.8,30.0,7100.0,88.0
Southwestern University,True,1244.0,912.0,352.0,44.0,77.0,1177.0,43.0,11850.0,4675.0,600.0,1050.0,83.0,89.0,11.3,35.0,12995.0,67.0
Univ. of Wisconsin at OshKosh,False,4800.0,2900.0,1515.0,14.0,48.0,7764.0,1472.0,6874.0,2394.0,518.0,1890.0,73.0,78.0,19.2,14.0,5901.0,56.0
Eastern Mennonite College,True,486.0,440.0,227.0,19.0,48.0,903.0,59.0,9650.0,3800.0,600.0,1300.0,46.0,65.0,11.4,29.0,10188.0,82.0
Bowdoin College,True,3356.0,1019.0,418.0,76.0,100.0,1490.0,8.0,19030.0,5885.0,1495.0,875.0,93.0,96.0,11.2,52.0,20447.0,96.0
Wells College,True,318.0,240.0,130.0,40.0,85.0,416.0,19.0,14900.0,5550.0,600.0,500.0,93.0,98.0,8.3,42.0,13935.0,69.0
Lambuth University,True,831.0,538.0,224.0,15.0,35.0,840.0,325.0,5170.0,3430.0,600.0,1590.0,61.0,61.0,16.1,10.0,5531.0,60.0
Barnard College,True,2496.0,1402.0,531.0,53.0,95.0,2121.0,69.0,17926.0,8124.0,600.0,850.0,83.0,93.0,10.3,33.0,12580.0,91.0
Ursuline College,True,325.0,260.0,86.0,21.0,47.0,699.0,717.0,9600.0,4202.0,450.0,750.0,39.0,69.0,10.5,15.0,7164.0,68.0
College of Mount St. Vincent,True,946.0,648.0,177.0,23.0,46.0,707.0,432.0,11790.0,5770.0,500.0,1000.0,75.0,77.0,11.9,35.0,10015.0,83.0
Tabor College,True,257.0,183.0,109.0,19.0,41.0,396.0,38.0,7850.0,3410.0,400.0,1500.0,55.0,70.0,10.0,15.0,7233.0,53.0
St. Thomas Aquinas College,True,861.0,609.0,215.0,10.0,27.0,1117.0,815.0,8650.0,5700.0,500.0,1750.0,69.0,73.0,16.1,13.0,6534.0,67.0
Northwest Nazarene College,True,616.0,514.0,385.0,29.0,52.0,1115.0,60.0,9840.0,2820.0,450.0,822.0,59.0,59.0,14.8,20.0,6261.0,58.0
Frida Kahlo School of Arts,True,2000.0,,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,,60.0,15.0,20.0,,60.0
North Adams State College,False,1563.0,1005.0,240.0,1.0,19.0,1380.0,136.0,5542.0,4330.0,500.0,1000.0,65.0,71.0,14.2,17.0,6562.0,57.0
Saint John's University,True,933.0,800.0,444.0,18.0,45.0,1691.0,72.0,12247.0,4081.0,500.0,600.0,76.0,85.0,12.0,38.0,9853.0,70.0
Beloit College,True,1320.0,923.0,284.0,26.0,54.0,1085.0,81.0,16304.0,3616.0,355.0,715.0,87.0,95.0,11.1,26.0,12957.0,69.0
Trinity College CT,True,3058.0,1798.0,478.0,46.0,84.0,1737.0,244.0,18810.0,5690.0,500.0,680.0,91.0,96.0,10.4,48.0,18034.0,91.0
Mount Vernon Nazarene College,True,510.0,485.0,334.0,18.0,36.0,1114.0,94.0,7400.0,3346.0,600.0,600.0,57.0,57.0,19.8,7.0,6869.0,58.0
Concordia College at St. Paul,True,281.0,266.0,139.0,13.0,29.0,1049.0,181.0,10500.0,3750.0,450.0,950.0,69.0,75.0,12.8,18.0,6955.0,45.0
Cumberland College,True,995.0,789.0,398.0,26.0,47.0,1306.0,122.0,6230.0,3526.0,400.0,600.0,42.0,44.0,13.0,4.0,8189.0,63.0
Genghis Khan School of Arts,True,0.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Lakeland College,True,497.0,452.0,231.0,24.0,47.0,887.0,1957.0,9400.0,4005.0,500.0,1000.0,49.0,65.0,17.2,25.0,4054.0,57.0
Julius Caesar Academy,False,100000.0,,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,,8000.0,
La Salle University,True,2929.0,1834.0,622.0,20.0,56.0,2738.0,1662.0,12600.0,5610.0,450.0,3160.0,90.0,90.0,15.1,9.0,9084.0,84.0
Leonardo da Vinci Institute,True,100000.0,1500.0,500.0,0.0,40.0,2000.0,300.0,,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Marie Curie Center for Studies,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Daniel Webster College,True,585.0,508.0,153.0,12.0,30.0,460.0,536.0,12292.0,4934.0,500.0,500.0,61.0,61.0,22.2,10.0,8643.0,72.0
Samford University,True,1680.0,1395.0,691.0,34.0,76.0,2959.0,402.0,8236.0,3700.0,569.0,1650.0,74.0,75.0,14.7,17.0,9533.0,61.0
Western Carolina University,False,3224.0,2519.0,1057.0,11.0,31.0,5000.0,706.0,6390.0,2380.0,110.0,1622.0,67.0,78.0,14.6,9.0,6554.0,55.0
Albert Einstein Institute,True,,1500.0,500.0,20.0,,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Beethoven University,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,,600.0,1500.0,,60.0,15.0,20.0,8000.0,60.0
Muskingum College,True,1109.0,922.0,375.0,24.0,46.0,1115.0,70.0,13240.0,3914.0,600.0,800.0,73.0,85.0,13.4,27.0,9333.0,73.0
Spalding University,True,283.0,201.0,97.0,10.0,45.0,589.0,263.0,8400.0,2800.0,600.0,900.0,50.0,56.0,10.6,40.0,6860.0,89.0
SUNY College at Cortland,False,7888.0,3519.0,1036.0,6.0,40.0,5011.0,346.0,6550.0,4680.0,630.0,1274.0,82.0,85.0,17.8,17.0,5563.0,53.0
University of Wisconsin at Madison,False,14901.0,10932.0,4631.0,36.0,80.0,23945.0,2200.0,9096.0,4290.0,535.0,1545.0,93.0,96.0,11.5,20.0,11006.0,72.0
University of Massachusetts at Dartmouth,False,3347.0,2597.0,1006.0,10.0,37.0,4664.0,1630.0,6919.0,4500.0,500.0,1250.0,74.0,90.0,15.0,20.0,7462.0,56.0
Missouri Southern State College,False,1576.0,1326.0,913.0,13.0,50.0,3689.0,2200.0,3840.0,2852.0,200.0,400.0,52.0,54.0,20.3,9.0,4172.0,100.0
Montreat-Anderson College,True,263.0,223.0,103.0,10.0,24.0,316.0,20.0,8438.0,3372.0,500.0,2958.0,42.0,50.0,11.1,4.0,11989.0,15.0
Texas A&M University at Galveston,False,529.0,481.0,243.0,22.0,47.0,1206.0,134.0,4860.0,3122.0,600.0,650.0,103.0,88.0,17.4,16.0,6415.0,43.0
Charles Darwin Institute,False,2000.0,1500.0,,20.0,40.0,,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,0.0,8000.0,0.0
Xavier University,True,1959.0,1805.0,695.0,24.0,47.0,2849.0,1107.0,11520.0,4960.0,600.0,1250.0,73.0,75.0,13.3,31.0,9189.0,83.0
Radford University,False,5702.0,4894.0,1742.0,15.0,37.0,8077.0,472.0,6684.0,4110.0,500.0,900.0,73.0,83.0,19.6,9.0,4519.0,62.0
Viterbo College,True,647.0,518.0,271.0,17.0,43.0,1014.0,387.0,9140.0,3365.0,500.0,2245.0,51.0,65.0,10.7,31.0,8050.0,73.0
Widener University,True,2139.0,1492.0,502.0,24.0,64.0,2186.0,2171.0,12350.0,5370.0,500.0,1350.0,88.0,86.0,12.6,19.0,9603.0,63.0
Blaise Pascal Center for Studies,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,100.0
Augustana College,True,761.0,725.0,306.0,21.0,58.0,1337.0,300.0,10990.0,3244.0,600.0,1021.0,66.0,70.0,10.4,30.0,6871.0,69.0
Colorado College,True,3207.0,1577.0,490.0,56.0,87.0,1892.0,7.0,17142.0,4190.0,450.0,1200.0,85.0,97.0,11.3,51.0,14664.0,84.0
North Carolina Wesleyan College,True,812.0,689.0,195.0,7.0,24.0,646.0,84.0,8242.0,4230.0,600.0,1295.0,77.0,77.0,12.7,11.0,10090.0,52.0
Grand Valley State University,False,5165.0,3887.0,1561.0,20.0,60.0,8234.0,2619.0,6108.0,3800.0,500.0,1000.0,64.0,66.0,20.6,9.0,5063.0,57.0
University of Michigan at Ann Arbor,False,19152.0,12940.0,4893.0,66.0,92.0,22045.0,1339.0,15732.0,4659.0,476.0,1600.0,90.0,98.0,11.5,26.0,14847.0,87.0
Fort Lewis College,False,3440.0,2823.0,1123.0,16.0,35.0,3793.0,486.0,6198.0,3320.0,500.0,2500.0,89.0,97.0,19.1,6.0,4362.0,46.0
James Madison University,False,11223.0,5285.0,2082.0,32.0,72.0,9652.0,742.0,7994.0,4544.0,500.0,732.0,77.0,81.0,17.9,29.0,5212.0,98.0
Mercer University,True,2286.0,1668.0,564.0,37.0,70.0,2943.0,1260.0,11985.0,4081.0,400.0,1500.0,93.0,95.0,9.2,15.0,8995.0,91.0
West Virginia Wesleyan College,True,1566.0,1400.0,483.0,28.0,55.0,1509.0,170.0,14200.0,3775.0,450.0,1100.0,58.0,81.0,16.4,42.0,8080.0,67.0
California State University at Fresno,False,4540.0,3294.0,1483.0,5.0,60.0,13494.0,1254.0,7706.0,4368.0,600.0,1926.0,90.0,90.0,21.2,8.0,7268.0,61.0
Saint Mary's College,True,888.0,734.0,393.0,26.0,60.0,1433.0,27.0,12730.0,4514.0,500.0,1525.0,74.0,95.0,9.9,31.0,11165.0,98.0
Tulane University,True,7033.0,5125.0,1223.0,47.0,75.0,4941.0,1534.0,19040.0,5950.0,350.0,800.0,98.0,98.0,9.1,21.0,16920.0,74.0
Franklin College,True,804.0,632.0,281.0,29.0,72.0,840.0,68.0,10390.0,4040.0,525.0,1345.0,54.0,78.0,12.5,37.0,11751.0,60.0
Baylor University,True,6075.0,5349.0,2367.0,34.0,66.0,9919.0,484.0,6450.0,3920.0,600.0,1346.0,71.0,76.0,18.5,38.0,7503.0,72.0
Winston Churchill College,False,2000.0,1500.0,,20.0,40.0,2000.0,300.0,10000.0,5000.0,,1500.0,,60.0,15.0,20.0,8000.0,60.0
Johnson State College,False,833.0,669.0,279.0,3.0,13.0,1224.0,345.0,7656.0,4690.0,500.0,624.0,80.0,91.0,14.4,15.0,6564.0,36.0
Bradley University,True,3767.0,3414.0,1061.0,30.0,58.0,4531.0,643.0,10870.0,4440.0,2000.0,1522.0,75.0,81.0,14.4,21.0,7671.0,85.0
Wesleyan University,True,4772.0,1973.0,712.0,60.0,86.0,2714.0,27.0,19130.0,5600.0,1400.0,1400.0,90.0,94.0,12.1,39.0,16262.0,92.0
University of California at Irvine,False,15698.0,10775.0,2478.0,85.0,100.0,12677.0,864.0,12024.0,5302.0,790.0,1818.0,96.0,96.0,16.1,11.0,15934.0,66.0
Seton Hill College,True,936.0,794.0,197.0,24.0,56.0,752.0,210.0,11240.0,4180.0,350.0,2000.0,71.0,71.0,11.2,37.0,10065.0,71.0
Simmons College,True,1003.0,782.0,295.0,23.0,53.0,1144.0,160.0,16160.0,6950.0,500.0,1200.0,74.0,81.0,8.9,33.0,14086.0,79.0
Harvard University,True,13865.0,2165.0,1606.0,90.0,100.0,6862.0,320.0,18485.0,6410.0,500.0,1920.0,97.0,97.0,9.9,52.0,37219.0,100.0
Caldwell College,True,1011.0,604.0,213.0,17.0,42.0,693.0,868.0,8900.0,4600.0,425.0,1000.0,87.0,96.0,13.9,25.0,7922.0,55.0
Yale University,True,10705.0,2453.0,1317.0,95.0,99.0,5217.0,83.0,19840.0,6510.0,630.0,2115.0,96.0,96.0,5.8,49.0,40386.0,99.0
Westminster College,True,996.0,866.0,377.0,29.0,58.0,1411.0,72.0,12065.0,3615.0,430.0,685.0,62.0,78.0,12.5,41.0,8596.0,80.0
Florence Nightingale School of Arts,,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,0.0,60.0,60.0,15.0,,8000.0,60.0
Lycoming College,True,1286.0,1005.0,363.0,16.0,37.0,1363.0,74.0,13900.0,4300.0,500.0,900.0,75.0,81.0,14.0,32.0,8024.0,72.0
Gordon College,True,674.0,565.0,282.0,25.0,54.0,1151.0,39.0,12200.0,4070.0,400.0,1200.0,73.0,82.0,14.2,32.0,9226.0,66.0
Loyola University,True,1891.0,1698.0,719.0,24.0,80.0,2740.0,761.0,11100.0,5870.0,600.0,750.0,77.0,88.0,11.7,14.0,9456.0,53.0
Abilene Christian University,True,1660.0,1232.0,721.0,23.0,52.0,2885.0,537.0,7440.0,3300.0,450.0,2200.0,70.0,78.0,18.1,12.0,7041.0,60.0
Oscar Wilde Center for Studies,True,2000.0,1500.0,,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,100.0,,8000.0,60.0
Albert Einstein Center for Studies,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,,,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Northern Arizona University,False,5891.0,4931.0,1973.0,23.0,48.0,11249.0,2682.0,6746.0,3728.0,620.0,2342.0,78.0,83.0,21.7,7.0,6157.0,41.0
Virginia State University,False,2996.0,2440.0,704.0,2.0,30.0,3006.0,338.0,5587.0,4845.0,500.0,600.0,61.0,63.0,16.0,11.0,5733.0,31.0
Bridgewater College,True,838.0,673.0,292.0,22.0,53.0,881.0,55.0,10265.0,4725.0,560.0,875.0,68.0,73.0,13.2,24.0,8655.0,82.0
Boston University,True,20192.0,13007.0,3810.0,45.0,80.0,14971.0,3113.0,18420.0,6810.0,475.0,1025.0,80.0,81.0,11.9,16.0,16836.0,72.0
Westfield State College,False,3100.0,2150.0,825.0,3.0,20.0,3234.0,941.0,5542.0,3788.0,500.0,1300.0,75.0,79.0,15.7,20.0,4222.0,65.0
Mount Mary College,True,235.0,217.0,121.0,12.0,32.0,931.0,487.0,8950.0,3119.0,550.0,1125.0,51.0,51.0,10.7,26.0,7016.0,78.0
Villanova University,True,7759.0,5588.0,1477.0,30.0,68.0,6362.0,1292.0,15925.0,6507.0,400.0,300.0,89.0,90.0,13.4,24.0,10458.0,96.0
Wellesley College,True,2895.0,1249.0,579.0,80.0,96.0,2195.0,156.0,18345.0,5995.0,500.0,700.0,94.0,98.0,10.6,51.0,21409.0,91.0
Seattle University,True,2115.0,1540.0,494.0,28.0,72.0,2993.0,347.0,12825.0,4375.0,500.0,1500.0,85.0,85.0,12.2,16.0,10175.0,89.0
University of Southern Mississippi,False,2850.0,2044.0,1046.0,20.0,50.0,9260.0,1387.0,4652.0,2470.0,500.0,500.0,78.0,99.0,18.7,23.0,5917.0,45.0
Alan Turing Center for Studies,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,0.0,1500.0,60.0,60.0,15.0,,8000.0,60.0
Hartwick College,True,2083.0,1725.0,430.0,22.0,49.0,1464.0,67.0,17480.0,4780.0,500.0,700.0,75.0,87.0,12.3,32.0,11625.0,73.0
Joan of Arc Center for Studies,False,,1500.0,500.0,20.0,40.0,1.0,300.0,1.0,5000.0,600.0,30000.0,60.0,60.0,15.0,20.0,,60.0
Princeton University,True,13218.0,2042.0,1153.0,90.0,98.0,4540.0,146.0,19900.0,5910.0,675.0,1575.0,91.0,96.0,8.4,54.0,28320.0,99.0
Joan of Arc College,,100000.0,1500.0,500.0,20.0,40.0,50000.0,1.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,100.0,,60.0
Winston Churchill Academy,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Ohio University,False,11023.0,8298.0,3183.0,21.0,54.0,14861.0,1310.0,7629.0,4095.0,550.0,2300.0,79.0,87.0,20.4,13.0,8811.0,64.0
Rollins College,True,1777.0,1151.0,382.0,31.0,55.0,1668.0,1052.0,16425.0,5220.0,955.0,750.0,81.0,85.0,13.3,23.0,11561.0,90.0
Webster University,True,665.0,462.0,226.0,17.0,44.0,1739.0,1550.0,9160.0,4340.0,500.0,500.0,68.0,68.0,20.6,14.0,6951.0,48.0
King's College,True,1456.0,1053.0,381.0,20.0,45.0,500.0,541.0,10910.0,5160.0,400.0,1795.0,66.0,72.0,15.6,37.0,7649.0,87.0
University of Evansville,True,2096.0,1626.0,694.0,35.0,67.0,2551.0,407.0,11800.0,4340.0,700.0,960.0,60.0,81.0,15.8,26.0,7780.0,77.0
Catholic University of America,True,1754.0,1465.0,505.0,24.0,49.0,2159.0,211.0,13712.0,6408.0,526.0,1100.0,90.0,96.0,9.3,18.0,12751.0,75.0
Alan Turing Institute,True,2000.0,1500.0,,20.0,,2000.0,300.0,10000.0,,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
California Lutheran University,True,563.0,247.0,247.0,23.0,52.0,1427.0,432.0,12950.0,5300.0,612.0,576.0,72.0,74.0,12.4,17.0,8985.0,60.0
University of Northern Colorado,False,5530.0,4007.0,1697.0,12.0,37.0,8463.0,1498.0,7731.0,4128.0,540.0,2286.0,75.0,75.0,21.5,8.0,6309.0,40.0
Coker College,True,604.0,452.0,295.0,15.0,47.0,690.0,222.0,9888.0,4502.0,400.0,1000.0,64.0,77.0,12.1,39.0,8741.0,75.0
McMurry University,True,578.0,411.0,187.0,25.0,50.0,880.0,477.0,6930.0,3452.0,400.0,1525.0,57.0,64.0,11.0,11.0,6383.0,32.0
Saint Joseph's College IN,True,920.0,684.0,225.0,24.0,42.0,815.0,222.0,11200.0,4250.0,600.0,950.0,55.0,60.0,14.8,19.0,7360.0,67.0
Vincent van Gogh College,True,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,,5000.0,,0.0,60.0,60.0,15.0,20.0,8000.0,60.0
Marie Curie University,False,2000.0,1500.0,,20.0,40.0,2000.0,300.0,1.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Beaver College,True,1163.0,850.0,348.0,23.0,56.0,878.0,519.0,12850.0,5400.0,400.0,800.0,78.0,89.0,12.2,30.0,8954.0,73.0
Simón Bolívar College,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
Saint Anselm College,True,2095.0,1553.0,514.0,15.0,40.0,1873.0,94.0,12950.0,5400.0,450.0,1120.0,70.0,82.0,14.5,29.0,6719.0,97.0
Elon College,True,3624.0,2786.0,858.0,11.0,39.0,2933.0,334.0,9100.0,3883.0,490.0,1777.0,70.0,74.0,18.9,34.0,6329.0,63.0
Wittenberg University,True,1979.0,1739.0,575.0,42.0,68.0,1980.0,144.0,15948.0,4404.0,400.0,800.0,82.0,95.0,12.8,29.0,10414.0,78.0
John Carroll University,True,2421.0,2109.0,820.0,27.0,57.0,3168.0,392.0,11700.0,5550.0,600.0,450.0,89.0,90.0,14.5,28.0,7738.0,89.0
Messiah College,True,1742.0,1382.0,607.0,30.0,64.0,2258.0,53.0,10300.0,5080.0,475.0,1200.0,68.0,75.0,14.1,30.0,7762.0,89.0
Florence Nightingale Academy,True,2000.0,1500.0,500.0,20.0,,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,100.0,15.0,20.0,8000.0,60.0
Warren Wilson College,True,440.0,311.0,112.0,25.0,49.0,466.0,7.0,10000.0,3052.0,400.0,1100.0,65.0,75.0,11.4,20.0,9430.0,63.0
Lynchburg College,True,1756.0,1500.0,366.0,3.0,21.0,1524.0,280.0,12450.0,5400.0,450.0,870.0,62.0,66.0,12.4,24.0,8832.0,70.0
Martin Luther King Jr. Academy,True,2000.0,1.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,,1500.0,60.0,,15.0,20.0,8000.0,60.0
Colorado State University,False,9478.0,6312.0,2194.0,29.0,65.0,15646.0,1829.0,8412.0,4180.0,470.0,1800.0,87.0,89.0,19.2,10.0,7850.0,59.0
Pythagoras Institute,,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,,15.0,20.0,8000.0,60.0
Kentucky Wesleyan College,True,584.0,497.0,175.0,20.0,49.0,662.0,121.0,8000.0,4150.0,500.0,1300.0,57.0,65.0,11.3,32.0,7058.0,62.0
Lehigh University,True,6397.0,4304.0,1092.0,40.0,84.0,4298.0,132.0,18700.0,5580.0,750.0,1130.0,96.0,99.0,12.5,43.0,14665.0,91.0
Marian College of Fond du Lac,True,824.0,670.0,337.0,15.0,41.0,1160.0,653.0,9400.0,3400.0,500.0,1100.0,37.0,37.0,8.4,21.0,5352.0,59.0
Lenoir-Rhyne College,True,979.0,743.0,259.0,25.0,46.0,1188.0,166.0,10100.0,4000.0,400.0,1000.0,88.0,92.0,12.0,20.0,8539.0,66.0
SUNY College at Plattsburgh,False,5549.0,3583.0,853.0,9.0,40.0,5004.0,475.0,6550.0,4176.0,600.0,1380.0,80.0,90.0,17.9,16.0,6174.0,65.0
Marymount Manhattan College,True,695.0,535.0,239.0,21.0,30.0,988.0,785.0,10200.0,7000.0,350.0,1100.0,63.0,76.0,11.7,20.0,10622.0,68.0
Mercyhurst College,True,1557.0,1074.0,397.0,15.0,40.0,1805.0,433.0,9813.0,4050.0,425.0,1000.0,45.0,63.0,16.7,29.0,7307.0,78.0
George Washington School of Arts,False,2000.0,1500.0,500.0,20.0,40.0,2000.0,300.0,,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,8000.0,60.0
MacMurray College,True,740.0,558.0,177.0,12.0,29.0,628.0,63.0,9620.0,3750.0,550.0,950.0,49.0,55.0,10.8,33.0,10642.0,59.0
SUNY College at Purchase,False,2119.0,1264.0,390.0,5.0,33.0,2478.0,1441.0,6550.0,4760.0,1125.0,1362.0,80.0,100.0,14.9,8.0,8170.0,46.0
Auburn University-Main Campus,False,7548.0,6791.0,3070.0,25.0,57.0,16262.0,1716.0,6300.0,3933.0,600.0,1908.0,85.0,91.0,16.7,18.0,6642.0,69.0
Santa Clara University,True,4019.0,2779.0,888.0,40.0,73.0,3891.0,128.0,13584.0,5928.0,630.0,1278.0,88.0,92.0,13.9,19.0,10872.0,100.0
Ripon College,True,587.0,501.0,211.0,28.0,52.0,735.0,28.0,15200.0,4100.0,350.0,650.0,87.0,90.0,9.4,49.0,12472.0,64.0
Simón Bolívar Center for Studies,False,,1500.0,0.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,60.0,15.0,20.0,1.0,
Alderson-Broaddus College,True,582.0,498.0,172.0,21.0,44.0,799.0,78.0,10468.0,3380.0,660.0,1800.0,40.0,41.0,11.5,15.0,8991.0,52.0
Washington College,True,1209.0,942.0,214.0,31.0,60.0,822.0,46.0,15276.0,5318.0,500.0,300.0,79.0,86.0,11.2,37.0,10830.0,65.0
Vincent van Gogh Center for Studies,True,2000.0,1500.0,500.0,20.0,40.0,,300.0,10000.0,50000.0,600.0,1500.0,100.0,0.0,15.0,20.0,,60.0
Socrates College,True,2000.0,,500.0,20.0,40.0,2000.0,300.0,10000.0,5000.0,600.0,1500.0,60.0,0.0,15.0,20.0,8000.0,60.0
Stetson University,True,1557.0,1227.0,489.0,37.0,69.0,1964.0,81.0,12315.0,4565.0,600.0,1365.0,85.0,90.0,12.5,24.0,10307.0,73.0
Quincy University,True,1025.0,707.0,297.0,22.0,66.0,1070.0,72.0,10100.0,4140.0,450.0,1080.0,69.0,71.0,16.3,32.0,6880.0,80.0
Albert Einstein Center for Studies,True,2000.0,20000.0,500.0,20.0,,2000.0,300.0,,5000.0,600.0,1500.0,,60.0,15.0,20.0,,60.0
University of Central Florida,False,6986.0,2959.0,1918.0,25.0,60.0,12330.0,7152.0,6618.0,4234.0,700.0,1600.0,80.0,98.0,22.2,9.0,6742.0,46.0
Goshen College,True,440.0,396.0,221.0,26.0,51.0,910.0,166.0,9420.0,3730.0,600.0,1230.0,51.0,56.0,9.9,46.0,10270.0,72.0
